LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
ITA,FERTILITY,TOT,CHD_WOMAN,A,1992,1.32,
ITA,FERTILITY,TOT,CHD_WOMAN,A,1993,1.26,
ITA,FERTILITY,TOT,CHD_WOMAN,A,1994,1.22,
ITA,FERTILITY,TOT,CHD_WOMAN,A,1995,1.19,
ITA,FERTILITY,TOT,CHD_WOMAN,A,1996,1.22,
ITA,FERTILITY,TOT,CHD_WOMAN,A,1997,1.23,
ITA,FERTILITY,TOT,CHD_WOMAN,A,1998,1.21,
ITA,FERTILITY,TOT,CHD_WOMAN,A,1999,1.23,
ITA,FERTILITY,TOT,CHD_WOMAN,A,2000,1.26,
ITA,FERTILITY,TOT,CHD_WOMAN,A,2001,1.25,
ITA,FERTILITY,TOT,CHD_WOMAN,A,2002,1.27,
ITA,FERTILITY,TOT,CHD_WOMAN,A,2003,1.29,
ITA,FERTILITY,TOT,CHD_WOMAN,A,2004,1.33,
ITA,FERTILITY,TOT,CHD_WOMAN,A,2005,1.32,
ITA,FERTILITY,TOT,CHD_WOMAN,A,2006,1.35,
ITA,FERTILITY,TOT,CHD_WOMAN,A,2007,1.37,
ITA,FERTILITY,TOT,CHD_WOMAN,A,2008,1.42,
ITA,FERTILITY,TOT,CHD_WOMAN,A,2009,1.41,
ITA,FERTILITY,TOT,CHD_WOMAN,A,2010,1.41,
ITA,FERTILITY,TOT,CHD_WOMAN,A,2011,1.39,
ITA,FERTILITY,TOT,CHD_WOMAN,A,2012,1.42,
ITA,FERTILITY,TOT,CHD_WOMAN,A,2013,1.39,
ITA,FERTILITY,TOT,CHD_WOMAN,A,2014,1.37,
ITA,FERTILITY,TOT,CHD_WOMAN,A,2015,1.35,
ITA,FERTILITY,TOT,CHD_WOMAN,A,2016,1.34,
ITA,FERTILITY,TOT,CHD_WOMAN,A,2017,1.32,
ITA,FERTILITY,TOT,CHD_WOMAN,A,2018,1.29,
ITA,FERTILITY,TOT,CHD_WOMAN,A,2019,1.27,
JPN,FERTILITY,TOT,CHD_WOMAN,A,1990,1.54,
JPN,FERTILITY,TOT,CHD_WOMAN,A,1991,1.53,
JPN,FERTILITY,TOT,CHD_WOMAN,A,1992,1.5,
JPN,FERTILITY,TOT,CHD_WOMAN,A,1993,1.46,
JPN,FERTILITY,TOT,CHD_WOMAN,A,1994,1.5,
JPN,FERTILITY,TOT,CHD_WOMAN,A,1995,1.42,
JPN,FERTILITY,TOT,CHD_WOMAN,A,1996,1.43,
JPN,FERTILITY,TOT,CHD_WOMAN,A,1997,1.39,
JPN,FERTILITY,TOT,CHD_WOMAN,A,1998,1.38,
JPN,FERTILITY,TOT,CHD_WOMAN,A,1999,1.34,
JPN,FERTILITY,TOT,CHD_WOMAN,A,2000,1.36,
JPN,FERTILITY,TOT,CHD_WOMAN,A,2001,1.33,
JPN,FERTILITY,TOT,CHD_WOMAN,A,2002,1.32,
JPN,FERTILITY,TOT,CHD_WOMAN,A,2003,1.29,
JPN,FERTILITY,TOT,CHD_WOMAN,A,2004,1.29,
JPN,FERTILITY,TOT,CHD_WOMAN,A,2005,1.26,
JPN,FERTILITY,TOT,CHD_WOMAN,A,2006,1.32,
JPN,FERTILITY,TOT,CHD_WOMAN,A,2007,1.34,
JPN,FERTILITY,TOT,CHD_WOMAN,A,2008,1.37,
JPN,FERTILITY,TOT,CHD_WOMAN,A,2009,1.37,
JPN,FERTILITY,TOT,CHD_WOMAN,A,2010,1.39,
JPN,FERTILITY,TOT,CHD_WOMAN,A,2011,1.39,
JPN,FERTILITY,TOT,CHD_WOMAN,A,2012,1.41,
JPN,FERTILITY,TOT,CHD_WOMAN,A,2013,1.43,
JPN,FERTILITY,TOT,CHD_WOMAN,A,2014,1.42,
JPN,FERTILITY,TOT,CHD_WOMAN,A,2015,1.45,
JPN,FERTILITY,TOT,CHD_WOMAN,A,2016,1.44,
JPN,FERTILITY,TOT,CHD_WOMAN,A,2017,1.43,
JPN,FERTILITY,TOT,CHD_WOMAN,A,2018,1.42,
JPN,FERTILITY,TOT,CHD_WOMAN,A,2019,1.36,
KOR,FERTILITY,TOT,CHD_WOMAN,A,1990,1.57,
KOR,FERTILITY,TOT,CHD_WOMAN,A,1991,1.71,
KOR,FERTILITY,TOT,CHD_WOMAN,A,1992,1.76,
KOR,FERTILITY,TOT,CHD_WOMAN,A,1993,1.65,
KOR,FERTILITY,TOT,CHD_WOMAN,A,1994,1.66,
KOR,FERTILITY,TOT,CHD_WOMAN,A,1995,1.63,
KOR,FERTILITY,TOT,CHD_WOMAN,A,1996,1.57,
KOR,FERTILITY,TOT,CHD_WOMAN,A,1997,1.54,
KOR,FERTILITY,TOT,CHD_WOMAN,A,1998,1.46,
KOR,FERTILITY,TOT,CHD_WOMAN,A,1999,1.43,
KOR,FERTILITY,TOT,CHD_WOMAN,A,2000,1.48,
KOR,FERTILITY,TOT,CHD_WOMAN,A,2001,1.31,
KOR,FERTILITY,TOT,CHD_WOMAN,A,2002,1.18,
KOR,FERTILITY,TOT,CHD_WOMAN,A,2003,1.19,
KOR,FERTILITY,TOT,CHD_WOMAN,A,2004,1.16,
KOR,FERTILITY,TOT,CHD_WOMAN,A,2005,1.09,
KOR,FERTILITY,TOT,CHD_WOMAN,A,2006,1.13,
KOR,FERTILITY,TOT,CHD_WOMAN,A,2007,1.26,
KOR,FERTILITY,TOT,CHD_WOMAN,A,2008,1.19,
KOR,FERTILITY,TOT,CHD_WOMAN,A,2009,1.15,
KOR,FERTILITY,TOT,CHD_WOMAN,A,2010,1.23,
KOR,FERTILITY,TOT,CHD_WOMAN,A,2011,1.24,
KOR,FERTILITY,TOT,CHD_WOMAN,A,2012,1.3,
KOR,FERTILITY,TOT,CHD_WOMAN,A,2013,1.19,
KOR,FERTILITY,TOT,CHD_WOMAN,A,2014,1.21,
KOR,FERTILITY,TOT,CHD_WOMAN,A,2015,1.24,
KOR,FERTILITY,TOT,CHD_WOMAN,A,2016,1.17,
KOR,FERTILITY,TOT,CHD_WOMAN,A,2017,1.05,
KOR,FERTILITY,TOT,CHD_WOMAN,A,2018,0.98,
KOR,FERTILITY,TOT,CHD_WOMAN,A,2019,0.92,
LUX,FERTILITY,TOT,CHD_WOMAN,A,1990,1.62,
LUX,FERTILITY,TOT,CHD_WOMAN,A,1991,1.6,
LUX,FERTILITY,TOT,CHD_WOMAN,A,1992,1.67,
LUX,FERTILITY,TOT,CHD_WOMAN,A,1993,1.69,
LUX,FERTILITY,TOT,CHD_WOMAN,A,1994,1.72,
LUX,FERTILITY,TOT,CHD_WOMAN,A,1995,1.67,
LUX,FERTILITY,TOT,CHD_WOMAN,A,1996,1.76,
LUX,FERTILITY,TOT,CHD_WOMAN,A,1997,1.71,
LUX,FERTILITY,TOT,CHD_WOMAN,A,1998,1.67,
LUX,FERTILITY,TOT,CHD_WOMAN,A,1999,1.71,
LUX,FERTILITY,TOT,CHD_WOMAN,A,2000,1.78,
LUX,FERTILITY,TOT,CHD_WOMAN,A,2001,1.66,
LUX,FERTILITY,TOT,CHD_WOMAN,A,2002,1.63,
LUX,FERTILITY,TOT,CHD_WOMAN,A,2003,1.62,
LUX,FERTILITY,TOT,CHD_WOMAN,A,2004,1.66,
LUX,FERTILITY,TOT,CHD_WOMAN,A,2005,1.62,
LUX,FERTILITY,TOT,CHD_WOMAN,A,2006,1.64,
LUX,FERTILITY,TOT,CHD_WOMAN,A,2007,1.61,
LUX,FERTILITY,TOT,CHD_WOMAN,A,2008,1.6,
LUX,FERTILITY,TOT,CHD_WOMAN,A,2009,1.59,
LUX,FERTILITY,TOT,CHD_WOMAN,A,2010,1.63,
LUX,FERTILITY,TOT,CHD_WOMAN,A,2011,1.51,
LUX,FERTILITY,TOT,CHD_WOMAN,A,2012,1.57,
LUX,FERTILITY,TOT,CHD_WOMAN,A,2013,1.55,
LUX,FERTILITY,TOT,CHD_WOMAN,A,2014,1.5,
LUX,FERTILITY,TOT,CHD_WOMAN,A,2015,1.47,
LUX,FERTILITY,TOT,CHD_WOMAN,A,2016,1.41,
LUX,FERTILITY,TOT,CHD_WOMAN,A,2017,1.39,
LUX,FERTILITY,TOT,CHD_WOMAN,A,2018,1.38,
LUX,FERTILITY,TOT,CHD_WOMAN,A,2019,1.34,
LUX,FERTILITY,TOT,CHD_WOMAN,A,2020,1.37,
MEX,FERTILITY,TOT,CHD_WOMAN,A,1990,3.47,
MEX,FERTILITY,TOT,CHD_WOMAN,A,1991,3.37,
MEX,FERTILITY,TOT,CHD_WOMAN,A,1992,3.27,
MEX,FERTILITY,TOT,CHD_WOMAN,A,1993,3.18,
MEX,FERTILITY,TOT,CHD_WOMAN,A,1994,3.1,
MEX,FERTILITY,TOT,CHD_WOMAN,A,1995,3.02,
MEX,FERTILITY,TOT,CHD_WOMAN,A,1996,2.95,
MEX,FERTILITY,TOT,CHD_WOMAN,A,1997,2.88,
MEX,FERTILITY,TOT,CHD_WOMAN,A,1998,2.82,
MEX,FERTILITY,TOT,CHD_WOMAN,A,1999,2.77,
MEX,FERTILITY,TOT,CHD_WOMAN,A,2000,2.72,
MEX,FERTILITY,TOT,CHD_WOMAN,A,2001,2.67,
MEX,FERTILITY,TOT,CHD_WOMAN,A,2002,2.62,
MEX,FERTILITY,TOT,CHD_WOMAN,A,2003,2.58,
MEX,FERTILITY,TOT,CHD_WOMAN,A,2004,2.54,
MEX,FERTILITY,TOT,CHD_WOMAN,A,2005,2.5,
MEX,FERTILITY,TOT,CHD_WOMAN,A,2006,2.46,
MEX,FERTILITY,TOT,CHD_WOMAN,A,2007,2.42,
MEX,FERTILITY,TOT,CHD_WOMAN,A,2008,2.39,
MEX,FERTILITY,TOT,CHD_WOMAN,A,2009,2.36,
MEX,FERTILITY,TOT,CHD_WOMAN,A,2010,2.34,
MEX,FERTILITY,TOT,CHD_WOMAN,A,2011,2.32,
MEX,FERTILITY,TOT,CHD_WOMAN,A,2012,2.3,
MEX,FERTILITY,TOT,CHD_WOMAN,A,2013,2.27,
MEX,FERTILITY,TOT,CHD_WOMAN,A,2014,2.24,
MEX,FERTILITY,TOT,CHD_WOMAN,A,2015,2.22,
MEX,FERTILITY,TOT,CHD_WOMAN,A,2016,2.19,
MEX,FERTILITY,TOT,CHD_WOMAN,A,2017,2.16,
MEX,FERTILITY,TOT,CHD_WOMAN,A,2018,2.13,
MEX,FERTILITY,TOT,CHD_WOMAN,A,2019,2.1,
NLD,FERTILITY,TOT,CHD_WOMAN,A,1990,1.62,
NLD,FERTILITY,TOT,CHD_WOMAN,A,1991,1.61,
NLD,FERTILITY,TOT,CHD_WOMAN,A,1992,1.59,
NLD,FERTILITY,TOT,CHD_WOMAN,A,1993,1.57,
NLD,FERTILITY,TOT,CHD_WOMAN,A,1994,1.57,
NLD,FERTILITY,TOT,CHD_WOMAN,A,1995,1.53,
NLD,FERTILITY,TOT,CHD_WOMAN,A,1996,1.53,
NLD,FERTILITY,TOT,CHD_WOMAN,A,1997,1.56,
NLD,FERTILITY,TOT,CHD_WOMAN,A,1998,1.63,
NLD,FERTILITY,TOT,CHD_WOMAN,A,1999,1.65,
NLD,FERTILITY,TOT,CHD_WOMAN,A,2000,1.72,
NLD,FERTILITY,TOT,CHD_WOMAN,A,2001,1.71,
NLD,FERTILITY,TOT,CHD_WOMAN,A,2002,1.73,
NLD,FERTILITY,TOT,CHD_WOMAN,A,2003,1.75,
NLD,FERTILITY,TOT,CHD_WOMAN,A,2004,1.73,
NLD,FERTILITY,TOT,CHD_WOMAN,A,2005,1.71,
NLD,FERTILITY,TOT,CHD_WOMAN,A,2006,1.72,
NLD,FERTILITY,TOT,CHD_WOMAN,A,2007,1.72,
NLD,FERTILITY,TOT,CHD_WOMAN,A,2008,1.77,
NLD,FERTILITY,TOT,CHD_WOMAN,A,2009,1.79,
NLD,FERTILITY,TOT,CHD_WOMAN,A,2010,1.8,
NLD,FERTILITY,TOT,CHD_WOMAN,A,2011,1.76,
NLD,FERTILITY,TOT,CHD_WOMAN,A,2012,1.72,
NLD,FERTILITY,TOT,CHD_WOMAN,A,2013,1.68,
NLD,FERTILITY,TOT,CHD_WOMAN,A,2014,1.71,
NLD,FERTILITY,TOT,CHD_WOMAN,A,2015,1.66,
NLD,FERTILITY,TOT,CHD_WOMAN,A,2016,1.66,
NLD,FERTILITY,TOT,CHD_WOMAN,A,2017,1.62,
NLD,FERTILITY,TOT,CHD_WOMAN,A,2018,1.59,
NLD,FERTILITY,TOT,CHD_WOMAN,A,2019,1.57,
NZL,FERTILITY,TOT,CHD_WOMAN,A,1990,2.18,
NZL,FERTILITY,TOT,CHD_WOMAN,A,1991,2.09,
NZL,FERTILITY,TOT,CHD_WOMAN,A,1992,2.06,
NZL,FERTILITY,TOT,CHD_WOMAN,A,1993,2.04,
NZL,FERTILITY,TOT,CHD_WOMAN,A,1994,1.98,
NZL,FERTILITY,TOT,CHD_WOMAN,A,1995,1.98,
NZL,FERTILITY,TOT,CHD_WOMAN,A,1996,1.96,
NZL,FERTILITY,TOT,CHD_WOMAN,A,1997,1.96,
NZL,FERTILITY,TOT,CHD_WOMAN,A,1998,1.89,
NZL,FERTILITY,TOT,CHD_WOMAN,A,1999,1.97,
NZL,FERTILITY,TOT,CHD_WOMAN,A,2000,1.98,
NZL,FERTILITY,TOT,CHD_WOMAN,A,2001,1.97,
NZL,FERTILITY,TOT,CHD_WOMAN,A,2002,1.89,
NZL,FERTILITY,TOT,CHD_WOMAN,A,2003,1.93,
NZL,FERTILITY,TOT,CHD_WOMAN,A,2004,1.98,
NZL,FERTILITY,TOT,CHD_WOMAN,A,2005,1.97,
NZL,FERTILITY,TOT,CHD_WOMAN,A,2006,2.01,
NZL,FERTILITY,TOT,CHD_WOMAN,A,2007,2.18,
NZL,FERTILITY,TOT,CHD_WOMAN,A,2008,2.19,
NZL,FERTILITY,TOT,CHD_WOMAN,A,2009,2.13,
NZL,FERTILITY,TOT,CHD_WOMAN,A,2010,2.17,
NZL,FERTILITY,TOT,CHD_WOMAN,A,2011,2.09,
NZL,FERTILITY,TOT,CHD_WOMAN,A,2012,2.1,
NZL,FERTILITY,TOT,CHD_WOMAN,A,2013,2.01,
NZL,FERTILITY,TOT,CHD_WOMAN,A,2014,1.92,
NZL,FERTILITY,TOT,CHD_WOMAN,A,2015,1.99,
NZL,FERTILITY,TOT,CHD_WOMAN,A,2016,1.87,
NZL,FERTILITY,TOT,CHD_WOMAN,A,2017,1.81,
NZL,FERTILITY,TOT,CHD_WOMAN,A,2018,1.71,
NZL,FERTILITY,TOT,CHD_WOMAN,A,2019,1.72,
NZL,FERTILITY,TOT,CHD_WOMAN,A,2020,1.61,
NOR,FERTILITY,TOT,CHD_WOMAN,A,1990,1.93,
NOR,FERTILITY,TOT,CHD_WOMAN,A,1991,1.92,
NOR,FERTILITY,TOT,CHD_WOMAN,A,1992,1.89,
NOR,FERTILITY,TOT,CHD_WOMAN,A,1993,1.86,
NOR,FERTILITY,TOT,CHD_WOMAN,A,1994,1.87,
NOR,FERTILITY,TOT,CHD_WOMAN,A,1995,1.87,
NOR,FERTILITY,TOT,CHD_WOMAN,A,1996,1.89,
NOR,FERTILITY,TOT,CHD_WOMAN,A,1997,1.86,
NOR,FERTILITY,TOT,CHD_WOMAN,A,1998,1.81,
NOR,FERTILITY,TOT,CHD_WOMAN,A,1999,1.85,
NOR,FERTILITY,TOT,CHD_WOMAN,A,2000,1.85,
NOR,FERTILITY,TOT,CHD_WOMAN,A,2001,1.78,
NOR,FERTILITY,TOT,CHD_WOMAN,A,2002,1.75,
NOR,FERTILITY,TOT,CHD_WOMAN,A,2003,1.8,
NOR,FERTILITY,TOT,CHD_WOMAN,A,2004,1.83,
NOR,FERTILITY,TOT,CHD_WOMAN,A,2005,1.84,
NOR,FERTILITY,TOT,CHD_WOMAN,A,2006,1.9,
NOR,FERTILITY,TOT,CHD_WOMAN,A,2007,1.9,
NOR,FERTILITY,TOT,CHD_WOMAN,A,2008,1.96,
NOR,FERTILITY,TOT,CHD_WOMAN,A,2009,1.98,
NOR,FERTILITY,TOT,CHD_WOMAN,A,2010,1.95,
NOR,FERTILITY,TOT,CHD_WOMAN,A,2011,1.88,
NOR,FERTILITY,TOT,CHD_WOMAN,A,2012,1.85,
NOR,FERTILITY,TOT,CHD_WOMAN,A,2013,1.78,
NOR,FERTILITY,TOT,CHD_WOMAN,A,2014,1.76,
NOR,FERTILITY,TOT,CHD_WOMAN,A,2015,1.73,
NOR,FERTILITY,TOT,CHD_WOMAN,A,2016,1.71,
NOR,FERTILITY,TOT,CHD_WOMAN,A,2017,1.62,
NOR,FERTILITY,TOT,CHD_WOMAN,A,2018,1.56,
NOR,FERTILITY,TOT,CHD_WOMAN,A,2019,1.53,
NOR,FERTILITY,TOT,CHD_WOMAN,A,2020,1.48,
POL,FERTILITY,TOT,CHD_WOMAN,A,1990,1.99,
POL,FERTILITY,TOT,CHD_WOMAN,A,1991,1.98,
POL,FERTILITY,TOT,CHD_WOMAN,A,1992,1.85,
POL,FERTILITY,TOT,CHD_WOMAN,A,1993,1.77,
POL,FERTILITY,TOT,CHD_WOMAN,A,1994,1.72,
POL,FERTILITY,TOT,CHD_WOMAN,A,1995,1.55,
POL,FERTILITY,TOT,CHD_WOMAN,A,1996,1.53,
POL,FERTILITY,TOT,CHD_WOMAN,A,1997,1.47,
POL,FERTILITY,TOT,CHD_WOMAN,A,1998,1.41,
POL,FERTILITY,TOT,CHD_WOMAN,A,1999,1.37,
POL,FERTILITY,TOT,CHD_WOMAN,A,2000,1.37,
POL,FERTILITY,TOT,CHD_WOMAN,A,2001,1.32,
POL,FERTILITY,TOT,CHD_WOMAN,A,2002,1.25,
POL,FERTILITY,TOT,CHD_WOMAN,A,2003,1.22,
POL,FERTILITY,TOT,CHD_WOMAN,A,2004,1.23,
POL,FERTILITY,TOT,CHD_WOMAN,A,2005,1.24,
POL,FERTILITY,TOT,CHD_WOMAN,A,2006,1.27,
POL,FERTILITY,TOT,CHD_WOMAN,A,2007,1.31,
POL,FERTILITY,TOT,CHD_WOMAN,A,2008,1.39,
POL,FERTILITY,TOT,CHD_WOMAN,A,2009,1.4,
POL,FERTILITY,TOT,CHD_WOMAN,A,2010,1.38,
POL,FERTILITY,TOT,CHD_WOMAN,A,2011,1.3,
POL,FERTILITY,TOT,CHD_WOMAN,A,2012,1.3,
POL,FERTILITY,TOT,CHD_WOMAN,A,2013,1.26,
POL,FERTILITY,TOT,CHD_WOMAN,A,2014,1.29,
POL,FERTILITY,TOT,CHD_WOMAN,A,2015,1.29,
POL,FERTILITY,TOT,CHD_WOMAN,A,2016,1.36,
POL,FERTILITY,TOT,CHD_WOMAN,A,2017,1.45,
POL,FERTILITY,TOT,CHD_WOMAN,A,2018,1.44,
POL,FERTILITY,TOT,CHD_WOMAN,A,2019,1.42,
PRT,FERTILITY,TOT,CHD_WOMAN,A,1990,1.56,
PRT,FERTILITY,TOT,CHD_WOMAN,A,1991,1.56,
PRT,FERTILITY,TOT,CHD_WOMAN,A,1992,1.53,
PRT,FERTILITY,TOT,CHD_WOMAN,A,1993,1.51,
PRT,FERTILITY,TOT,CHD_WOMAN,A,1994,1.44,
PRT,FERTILITY,TOT,CHD_WOMAN,A,1995,1.41,
PRT,FERTILITY,TOT,CHD_WOMAN,A,1996,1.44,
PRT,FERTILITY,TOT,CHD_WOMAN,A,1997,1.47,
PRT,FERTILITY,TOT,CHD_WOMAN,A,1998,1.48,
PRT,FERTILITY,TOT,CHD_WOMAN,A,1999,1.51,
PRT,FERTILITY,TOT,CHD_WOMAN,A,2000,1.56,
PRT,FERTILITY,TOT,CHD_WOMAN,A,2001,1.46,
PRT,FERTILITY,TOT,CHD_WOMAN,A,2002,1.47,
PRT,FERTILITY,TOT,CHD_WOMAN,A,2003,1.44,
PRT,FERTILITY,TOT,CHD_WOMAN,A,2004,1.41,
PRT,FERTILITY,TOT,CHD_WOMAN,A,2005,1.42,
PRT,FERTILITY,TOT,CHD_WOMAN,A,2006,1.38,
PRT,FERTILITY,TOT,CHD_WOMAN,A,2007,1.35,
PRT,FERTILITY,TOT,CHD_WOMAN,A,2008,1.4,
PRT,FERTILITY,TOT,CHD_WOMAN,A,2009,1.35,
PRT,FERTILITY,TOT,CHD_WOMAN,A,2010,1.39,
PRT,FERTILITY,TOT,CHD_WOMAN,A,2011,1.35,
PRT,FERTILITY,TOT,CHD_WOMAN,A,2012,1.28,
PRT,FERTILITY,TOT,CHD_WOMAN,A,2013,1.21,
PRT,FERTILITY,TOT,CHD_WOMAN,A,2014,1.23,
PRT,FERTILITY,TOT,CHD_WOMAN,A,2015,1.3,
PRT,FERTILITY,TOT,CHD_WOMAN,A,2016,1.36,
PRT,FERTILITY,TOT,CHD_WOMAN,A,2017,1.37,
PRT,FERTILITY,TOT,CHD_WOMAN,A,2018,1.41,
PRT,FERTILITY,TOT,CHD_WOMAN,A,2019,1.42,
SVK,FERTILITY,TOT,CHD_WOMAN,A,1990,2.09,
SVK,FERTILITY,TOT,CHD_WOMAN,A,1991,2.05,
SVK,FERTILITY,TOT,CHD_WOMAN,A,1992,1.99,
SVK,FERTILITY,TOT,CHD_WOMAN,A,1993,1.93,
SVK,FERTILITY,TOT,CHD_WOMAN,A,1994,1.67,
SVK,FERTILITY,TOT,CHD_WOMAN,A,1995,1.52,
SVK,FERTILITY,TOT,CHD_WOMAN,A,1996,1.47,
SVK,FERTILITY,TOT,CHD_WOMAN,A,1997,1.43,
SVK,FERTILITY,TOT,CHD_WOMAN,A,1998,1.37,
SVK,FERTILITY,TOT,CHD_WOMAN,A,1999,1.33,
SVK,FERTILITY,TOT,CHD_WOMAN,A,2000,1.29,
SVK,FERTILITY,TOT,CHD_WOMAN,A,2001,1.2,
SVK,FERTILITY,TOT,CHD_WOMAN,A,2002,1.19,
SVK,FERTILITY,TOT,CHD_WOMAN,A,2003,1.2,
SVK,FERTILITY,TOT,CHD_WOMAN,A,2004,1.24,
SVK,FERTILITY,TOT,CHD_WOMAN,A,2005,1.25,
SVK,FERTILITY,TOT,CHD_WOMAN,A,2006,1.24,
SVK,FERTILITY,TOT,CHD_WOMAN,A,2007,1.25,
SVK,FERTILITY,TOT,CHD_WOMAN,A,2008,1.32,
SVK,FERTILITY,TOT,CHD_WOMAN,A,2009,1.41,
SVK,FERTILITY,TOT,CHD_WOMAN,A,2010,1.4,
SVK,FERTILITY,TOT,CHD_WOMAN,A,2011,1.45,
SVK,FERTILITY,TOT,CHD_WOMAN,A,2012,1.34,
SVK,FERTILITY,TOT,CHD_WOMAN,A,2013,1.34,
SVK,FERTILITY,TOT,CHD_WOMAN,A,2014,1.37,
SVK,FERTILITY,TOT,CHD_WOMAN,A,2015,1.4,
SVK,FERTILITY,TOT,CHD_WOMAN,A,2016,1.48,
SVK,FERTILITY,TOT,CHD_WOMAN,A,2017,1.52,
SVK,FERTILITY,TOT,CHD_WOMAN,A,2018,1.54,
SVK,FERTILITY,TOT,CHD_WOMAN,A,2019,1.57,
ESP,FERTILITY,TOT,CHD_WOMAN,A,1990,1.36,
ESP,FERTILITY,TOT,CHD_WOMAN,A,1991,1.33,
ESP,FERTILITY,TOT,CHD_WOMAN,A,1992,1.32,
ESP,FERTILITY,TOT,CHD_WOMAN,A,1993,1.27,
ESP,FERTILITY,TOT,CHD_WOMAN,A,1994,1.2,
ESP,FERTILITY,TOT,CHD_WOMAN,A,1995,1.17,
ESP,FERTILITY,TOT,CHD_WOMAN,A,1996,1.16,
ESP,FERTILITY,TOT,CHD_WOMAN,A,1997,1.18,
ESP,FERTILITY,TOT,CHD_WOMAN,A,1998,1.16,
ESP,FERTILITY,TOT,CHD_WOMAN,A,1999,1.19,
ESP,FERTILITY,TOT,CHD_WOMAN,A,2000,1.23,
ESP,FERTILITY,TOT,CHD_WOMAN,A,2001,1.24,
ESP,FERTILITY,TOT,CHD_WOMAN,A,2002,1.25,
ESP,FERTILITY,TOT,CHD_WOMAN,A,2003,1.3,
ESP,FERTILITY,TOT,CHD_WOMAN,A,2004,1.31,
ESP,FERTILITY,TOT,CHD_WOMAN,A,2005,1.33,
ESP,FERTILITY,TOT,CHD_WOMAN,A,2006,1.36,
ESP,FERTILITY,TOT,CHD_WOMAN,A,2007,1.38,
ESP,FERTILITY,TOT,CHD_WOMAN,A,2008,1.45,
ESP,FERTILITY,TOT,CHD_WOMAN,A,2009,1.38,
ESP,FERTILITY,TOT,CHD_WOMAN,A,2010,1.37,
ESP,FERTILITY,TOT,CHD_WOMAN,A,2011,1.34,
ESP,FERTILITY,TOT,CHD_WOMAN,A,2012,1.32,
ESP,FERTILITY,TOT,CHD_WOMAN,A,2013,1.27,
ESP,FERTILITY,TOT,CHD_WOMAN,A,2014,1.32,
ESP,FERTILITY,TOT,CHD_WOMAN,A,2015,1.33,
ESP,FERTILITY,TOT,CHD_WOMAN,A,2016,1.34,
ESP,FERTILITY,TOT,CHD_WOMAN,A,2017,1.31,
ESP,FERTILITY,TOT,CHD_WOMAN,A,2018,1.26,
ESP,FERTILITY,TOT,CHD_WOMAN,A,2019,1.23,
SWE,FERTILITY,TOT,CHD_WOMAN,A,1990,2.14,
SWE,FERTILITY,TOT,CHD_WOMAN,A,1991,2.12,
SWE,FERTILITY,TOT,CHD_WOMAN,A,1992,2.09,
SWE,FERTILITY,TOT,CHD_WOMAN,A,1993,2,
SWE,FERTILITY,TOT,CHD_WOMAN,A,1994,1.89,
SWE,FERTILITY,TOT,CHD_WOMAN,A,1995,1.74,
SWE,FERTILITY,TOT,CHD_WOMAN,A,1996,1.61,
SWE,FERTILITY,TOT,CHD_WOMAN,A,1997,1.53,
SWE,FERTILITY,TOT,CHD_WOMAN,A,1998,1.51,
SWE,FERTILITY,TOT,CHD_WOMAN,A,1999,1.5,
SWE,FERTILITY,TOT,CHD_WOMAN,A,2000,1.55,
SWE,FERTILITY,TOT,CHD_WOMAN,A,2001,1.57,
SWE,FERTILITY,TOT,CHD_WOMAN,A,2002,1.65,
SWE,FERTILITY,TOT,CHD_WOMAN,A,2003,1.72,
SWE,FERTILITY,TOT,CHD_WOMAN,A,2004,1.75,
SWE,FERTILITY,TOT,CHD_WOMAN,A,2005,1.77,
SWE,FERTILITY,TOT,CHD_WOMAN,A,2006,1.85,
SWE,FERTILITY,TOT,CHD_WOMAN,A,2007,1.88,
SWE,FERTILITY,TOT,CHD_WOMAN,A,2008,1.91,
SWE,FERTILITY,TOT,CHD_WOMAN,A,2009,1.94,
SWE,FERTILITY,TOT,CHD_WOMAN,A,2010,1.98,
SWE,FERTILITY,TOT,CHD_WOMAN,A,2011,1.9,
SWE,FERTILITY,TOT,CHD_WOMAN,A,2012,1.91,
SWE,FERTILITY,TOT,CHD_WOMAN,A,2013,1.89,
SWE,FERTILITY,TOT,CHD_WOMAN,A,2014,1.88,
SWE,FERTILITY,TOT,CHD_WOMAN,A,2015,1.85,
SWE,FERTILITY,TOT,CHD_WOMAN,A,2016,1.85,
SWE,FERTILITY,TOT,CHD_WOMAN,A,2017,1.78,
SWE,FERTILITY,TOT,CHD_WOMAN,A,2018,1.75,
SWE,FERTILITY,TOT,CHD_WOMAN,A,2019,1.7,
SWE,FERTILITY,TOT,CHD_WOMAN,A,2020,1.66,
CHE,FERTILITY,TOT,CHD_WOMAN,A,1990,1.59,
CHE,FERTILITY,TOT,CHD_WOMAN,A,1991,1.58,
CHE,FERTILITY,TOT,CHD_WOMAN,A,1992,1.58,
CHE,FERTILITY,TOT,CHD_WOMAN,A,1993,1.51,
CHE,FERTILITY,TOT,CHD_WOMAN,A,1994,1.49,
CHE,FERTILITY,TOT,CHD_WOMAN,A,1995,1.48,
CHE,FERTILITY,TOT,CHD_WOMAN,A,1996,1.5,
